timestamp,global_step,epoch,train_loss,train_ppl,lr_new_weights,lr_cnn,lr_decoder,grad_norm,cuda_mem_gb,cuda_peak_gb,steps_per_sec,elapsed_sec,eta_sec
2026-04-11 09:40:57,602,1,2.999537,20.0762,9.994e-06,1.200e-07,0.000e+00,4.1250,2.99,5.33,0.02,27736.9,1005484.1
2026-04-11 09:41:57,603,1,4.685463,108.3604,9.994e-06,1.800e-07,0.000e+00,4.4062,2.99,5.33,0.02,27796.9,1005941.9
2026-04-11 09:42:52,604,1,4.958302,142.3519,9.994e-06,2.400e-07,0.000e+00,7.1562,2.99,5.33,0.02,27852.3,1006234.6
2026-04-11 09:43:52,605,1,5.122793,167.8033,9.994e-06,3.000e-07,0.000e+00,4.4375,2.99,5.33,0.02,27912.6,1006697.6
2026-04-11 09:44:57,606,1,4.525632,92.3543,9.994e-06,3.600e-07,0.000e+00,4.4375,2.99,5.33,0.02,27977.1,1007312.9
2026-04-11 09:46:04,607,1,4.227477,68.5440,9.994e-06,4.200e-07,0.000e+00,4.5312,2.99,5.33,0.01,28044.5,1008032.8
2026-04-11 09:47:06,608,1,3.954587,52.1741,9.994e-06,4.800e-07,0.000e+00,4.9062,2.99,5.33,0.02,28106.7,1008558.0
2026-04-11 09:48:05,609,1,5.456536,234.2845,9.994e-06,5.400e-07,0.000e+00,4.9375,2.99,5.33,0.02,28164.8,1008938.9
2026-04-11 09:49:00,610,1,4.131310,62.2594,9.994e-06,6.000e-07,0.000e+00,6.2188,2.99,5.33,0.02,28220.7,1009236.5
2026-04-11 09:49:59,611,1,4.975730,144.8546,9.993e-06,6.600e-07,0.000e+00,4.0625,2.99,5.33,0.02,28279.6,1009641.1
2026-04-11 09:51:01,612,1,4.879929,131.6213,9.993e-06,7.200e-07,0.000e+00,4.5625,2.99,5.33,0.02,28340.9,1010131.0
2026-04-11 09:51:57,613,1,3.926120,50.7098,9.993e-06,7.800e-07,0.000e+00,4.6250,2.99,5.33,0.02,28397.2,1010441.5
2026-04-11 09:52:54,614,1,4.427460,83.7185,9.993e-06,8.400e-07,0.000e+00,4.2188,2.99,5.33,0.02,28453.8,1010758.9
2026-04-11 09:53:53,615,1,4.171792,64.8315,9.993e-06,9.000e-07,0.000e+00,5.1875,2.99,5.33,0.02,28513.5,1011186.6
2026-04-11 09:54:52,616,1,2.395461,10.9733,9.993e-06,9.600e-07,0.000e+00,3.9531,2.99,5.33,0.02,28571.9,1011565.7
2026-04-11 09:55:47,617,1,4.863613,129.4912,9.993e-06,1.020e-06,0.000e+00,4.5625,2.99,5.33,0.02,28626.8,1011821.8
2026-04-11 09:56:48,618,1,4.815425,123.3992,9.993e-06,1.080e-06,0.000e+00,3.8125,2.99,5.33,0.02,28688.4,1012309.5
2026-04-11 09:57:47,619,1,5.024755,152.1331,9.993e-06,1.140e-06,0.000e+00,4.8750,2.99,5.33,0.02,28747.0,1012693.3
2026-04-11 09:58:48,620,1,4.302655,73.8957,9.993e-06,1.200e-06,0.000e+00,7.0625,2.99,5.33,0.02,28808.1,1013163.4
2026-04-11 09:59:49,621,1,5.022509,151.7916,9.993e-06,1.260e-06,0.000e+00,4.3125,2.99,5.33,0.02,28869.2,1013628.7
2026-04-11 10:00:48,622,1,4.615698,101.0584,9.993e-06,1.320e-06,0.000e+00,4.9062,2.99,5.33,0.02,28928.1,1014018.5
2026-04-11 10:01:43,623,1,5.437975,229.9760,9.993e-06,1.380e-06,0.000e+00,5.1875,2.99,5.33,0.02,28983.6,1014285.2
2026-04-11 10:02:46,624,1,3.499364,33.0944,9.993e-06,1.440e-06,0.000e+00,5.9688,2.99,5.34,0.02,29045.9,1014789.8
2026-04-11 10:03:48,625,1,3.500124,33.1195,9.993e-06,1.500e-06,0.000e+00,3.5312,2.99,5.34,0.02,29108.2,1015292.6
2026-04-11 10:04:49,626,1,4.796810,121.1234,9.993e-06,1.560e-06,0.000e+00,5.1250,2.99,5.34,0.02,29169.1,1015745.4
2026-04-11 10:05:44,627,1,3.730065,41.6818,9.993e-06,1.620e-06,0.000e+00,5.0000,2.99,5.34,0.02,29224.0,1015987.4
2026-04-11 10:06:42,628,1,5.125055,168.1834,9.993e-06,1.680e-06,0.000e+00,4.2500,2.99,5.34,0.02,29282.0,1016336.5
2026-04-11 10:07:38,629,1,3.694885,40.2410,9.993e-06,1.740e-06,0.000e+00,4.6875,2.99,5.34,0.02,29338.1,1016619.4
2026-04-11 10:08:37,630,1,4.731680,113.4860,9.993e-06,1.800e-06,0.000e+00,4.1875,2.99,5.34,0.02,29396.9,1016992.7
2026-04-11 10:09:33,631,1,4.245891,69.8179,9.993e-06,1.860e-06,0.000e+00,5.1562,2.99,5.34,0.02,29453.4,1017287.4
2026-04-11 10:10:40,632,1,4.873460,130.7726,9.993e-06,1.920e-06,0.000e+00,4.1250,2.99,5.34,0.02,29520.0,1017927.2
2026-04-11 10:11:41,633,1,4.094897,60.0332,9.993e-06,1.980e-06,0.000e+00,5.3125,2.99,5.34,0.02,29581.1,1018373.3
2026-04-11 10:12:46,634,1,3.828918,46.0127,9.993e-06,2.040e-06,0.000e+00,3.9531,2.99,5.34,0.02,29646.6,1018971.8
2026-04-11 10:13:48,635,1,2.657070,14.2545,9.993e-06,2.100e-06,0.000e+00,4.9375,2.99,5.34,0.02,29708.1,1019433.4
2026-04-11 10:14:50,636,1,4.421900,83.2543,9.993e-06,2.160e-06,0.000e+00,4.0312,2.99,5.34,0.02,29769.8,1019898.0
2026-04-11 10:15:42,637,1,4.558311,95.4221,9.992e-06,2.220e-06,0.000e+00,5.0000,2.99,5.34,0.02,29822.3,1020044.0
2026-04-11 10:16:39,638,1,4.195486,66.3860,9.992e-06,2.280e-06,0.000e+00,5.6875,2.99,5.34,0.02,29879.1,1020338.9
2026-04-11 10:17:37,639,1,4.790889,120.4083,9.992e-06,2.340e-06,0.000e+00,4.5625,2.99,5.34,0.02,29937.7,1020694.5
2026-04-11 10:18:41,640,1,4.845065,127.1115,9.992e-06,2.400e-06,0.000e+00,4.7500,2.99,5.35,0.02,30001.2,1021212.6
2026-04-11 10:19:41,641,1,3.813371,45.3029,9.992e-06,2.460e-06,0.000e+00,5.3750,2.99,5.35,0.02,30061.5,1021620.8
2026-04-11 10:20:33,642,1,4.320150,75.1999,9.992e-06,2.520e-06,0.000e+00,5.5000,2.99,5.35,0.02,30113.1,1021734.8
2026-04-11 10:21:38,643,1,4.468362,87.2138,9.992e-06,2.580e-06,0.000e+00,4.3125,2.99,5.35,0.02,30178.0,1022298.0
2026-04-11 10:22:36,644,1,4.508834,90.8159,9.992e-06,2.640e-06,0.000e+00,4.0312,2.99,5.35,0.02,30236.2,1022630.3
2026-04-11 10:23:38,645,1,4.249138,70.0450,9.992e-06,2.700e-06,0.000e+00,4.4062,2.99,5.35,0.02,30298.8,1023111.4
2026-04-11 10:24:39,646,1,4.668616,106.5502,9.992e-06,2.760e-06,0.000e+00,3.7812,2.99,5.35,0.02,30358.9,1023507.7
2026-04-11 10:25:41,647,1,4.543332,94.0035,9.992e-06,2.820e-06,0.000e+00,3.8438,2.99,5.35,0.02,30421.2,1023975.8
2026-04-11 10:26:44,648,1,3.204521,24.6437,9.992e-06,2.880e-06,0.000e+00,3.7500,2.99,5.35,0.02,30483.9,1024456.4
2026-04-11 10:27:41,649,1,4.689826,108.8342,9.992e-06,2.940e-06,0.000e+00,4.9688,2.99,5.35,0.02,30541.8,1024772.5
2026-04-11 10:28:41,650,1,5.257596,192.0194,9.992e-06,3.000e-06,0.000e+00,3.8750,2.99,5.35,0.02,30601.0,1025132.5
2026-04-11 10:29:50,651,1,5.823698,338.2205,9.992e-06,3.060e-06,0.000e+00,7.9062,2.99,5.35,0.01,30670.0,1025820.8
2026-04-11 10:30:57,652,1,4.060610,58.0097,9.992e-06,3.120e-06,0.000e+00,5.6875,2.99,5.35,0.01,30737.5,1026453.0
2026-04-11 10:32:02,653,1,4.505853,90.5455,9.992e-06,3.180e-06,0.000e+00,4.5312,2.99,5.35,0.02,30802.7,1027007.4
2026-04-11 10:33:01,654,1,5.142293,171.1077,9.992e-06,3.240e-06,0.000e+00,4.8750,2.99,5.35,0.02,30860.8,1027326.2
2026-04-11 10:33:59,655,1,4.464657,86.8912,9.992e-06,3.300e-06,0.000e+00,6.0312,2.99,5.35,0.02,30919.4,1027657.7
2026-04-11 10:34:59,656,1,2.632638,13.9104,9.992e-06,3.360e-06,0.000e+00,5.7188,2.99,5.35,0.02,30979.1,1028025.2
2026-04-11 10:35:59,657,1,4.992128,147.2495,9.992e-06,3.420e-06,0.000e+00,4.0000,2.99,5.35,0.02,31038.9,1028394.3
2026-04-11 10:37:02,658,1,4.739512,114.3784,9.992e-06,3.480e-06,0.000e+00,3.3438,2.99,5.35,0.02,31102.8,1028897.4
2026-04-11 10:37:57,659,1,4.258724,70.7197,9.992e-06,3.540e-06,0.000e+00,4.0938,2.99,5.35,0.02,31157.3,1029088.8
2026-04-11 10:39:04,660,1,4.650321,104.6185,9.992e-06,3.600e-06,0.000e+00,5.7500,2.99,5.35,0.01,31224.7,1029706.9
2026-04-11 10:40:01,661,1,4.798342,121.3091,9.992e-06,3.660e-06,0.000e+00,4.7812,2.99,5.35,0.02,31281.1,1029957.3
2026-04-11 10:40:58,662,1,2.565326,13.0049,9.991e-06,3.720e-06,0.000e+00,5.9062,2.99,5.35,0.02,31338.5,1030242.5
2026-04-11 10:41:55,663,1,5.822306,337.7499,9.991e-06,3.780e-06,0.000e+00,9.6875,2.99,5.35,0.02,31395.2,1030500.7
2026-04-11 10:42:56,664,1,4.836780,126.0627,9.991e-06,3.840e-06,0.000e+00,5.2812,2.99,5.35,0.02,31456.7,1030917.0
2026-04-11 10:43:56,665,1,2.386839,10.8790,9.991e-06,3.900e-06,0.000e+00,4.1875,2.99,5.35,0.02,31516.6,1031279.6
2026-04-11 10:44:56,666,1,2.641705,14.0371,9.991e-06,3.960e-06,0.000e+00,4.1875,2.99,5.35,0.02,31576.5,1031641.7
2026-04-11 10:45:51,667,1,3.996441,54.4042,9.991e-06,4.020e-06,0.000e+00,5.4062,2.99,5.35,0.02,31631.2,1031831.0
2026-04-11 10:46:52,668,1,5.697238,298.0431,9.991e-06,4.080e-06,0.000e+00,4.6875,2.99,5.35,0.02,31692.6,1032239.1
2026-04-11 10:47:49,669,1,4.803024,121.8784,9.991e-06,4.140e-06,0.000e+00,5.8750,2.99,5.35,0.02,31749.4,1032494.9
2026-04-11 10:48:47,670,1,4.868719,130.1540,9.991e-06,4.200e-06,0.000e+00,7.9688,2.99,5.35,0.02,31807.2,1032783.6
2026-04-11 10:49:48,671,1,4.321701,75.3166,9.991e-06,4.260e-06,0.000e+00,4.3125,2.99,5.35,0.02,31868.1,1033173.6
2026-04-11 10:50:55,672,1,4.776866,118.7317,9.991e-06,4.320e-06,0.000e+00,3.9531,2.99,5.35,0.01,31935.1,1033756.6
2026-04-11 10:51:55,673,1,5.003317,148.9062,9.991e-06,4.380e-06,0.000e+00,4.3750,2.99,5.35,0.02,31995.7,1034131.7
2026-04-11 10:52:53,674,1,4.218162,67.9086,9.991e-06,4.440e-06,0.000e+00,4.0938,2.99,5.35,0.02,32053.4,1034410.3
2026-04-11 10:53:54,675,1,4.458418,86.3508,9.991e-06,4.500e-06,0.000e+00,5.2500,2.99,5.35,0.02,32114.3,1034792.9
2026-04-11 10:54:58,676,1,5.159765,174.1236,9.991e-06,4.560e-06,0.000e+00,5.0000,2.99,5.35,0.02,32178.0,1035266.0
2026-04-11 10:55:55,677,1,4.089325,59.6996,9.991e-06,4.620e-06,0.000e+00,5.9688,2.99,5.35,0.02,32235.4,1035533.5
2026-04-11 10:56:52,678,1,3.894403,49.1267,9.991e-06,4.680e-06,0.000e+00,4.3438,2.99,5.35,0.02,32292.3,1035783.5
2026-04-11 10:57:53,679,1,4.801427,121.6840,9.991e-06,4.740e-06,0.000e+00,3.8281,2.99,5.35,0.02,32353.7,1036177.0
2026-04-11 10:58:56,680,1,4.316050,74.8922,9.991e-06,4.800e-06,0.000e+00,5.1562,2.99,5.35,0.02,32416.0,1036596.2
2026-04-11 10:59:55,681,1,4.142475,62.9585,9.991e-06,4.860e-06,0.000e+00,4.3750,2.99,5.35,0.02,32475.2,1036917.7
2026-04-11 11:00:52,682,1,5.024027,152.0222,9.991e-06,4.920e-06,0.000e+00,5.4688,2.99,5.35,0.02,32532.4,1037174.0
2026-04-11 11:01:51,683,1,3.508790,33.4078,9.991e-06,4.980e-06,0.000e+00,5.9688,2.99,5.35,0.02,32591.8,1037496.9
2026-04-11 11:02:51,684,1,4.143251,63.0074,9.991e-06,5.040e-06,0.000e+00,4.5625,2.99,5.35,0.02,32650.9,1037810.2
2026-04-11 11:03:55,685,1,4.232584,68.8950,9.991e-06,5.100e-06,0.000e+00,5.0000,2.99,5.35,0.02,32714.9,1038278.6
2026-04-11 11:04:52,686,1,4.657456,105.3677,9.990e-06,5.160e-06,0.000e+00,6.1875,2.99,5.35,0.02,32772.2,1038533.8
2026-04-11 11:05:57,687,1,4.903080,134.7040,9.990e-06,5.220e-06,0.000e+00,4.4062,2.99,5.35,0.02,32837.0,1039026.0
2026-04-11 11:06:56,688,1,4.015485,55.4502,9.990e-06,5.280e-06,0.000e+00,5.0625,2.99,5.35,0.02,32896.7,1039353.3
2026-04-11 11:08:00,689,1,4.918913,136.8538,9.990e-06,5.340e-06,0.000e+00,4.4688,2.99,5.35,0.02,32960.2,1039800.5
2026-04-11 11:09:03,690,1,4.986127,146.3684,9.990e-06,5.400e-06,0.000e+00,3.7188,2.99,5.35,0.02,33023.8,1040249.8
2026-04-11 11:10:08,691,1,4.925395,137.7437,9.990e-06,5.460e-06,0.000e+00,4.4375,2.99,5.35,0.02,33088.8,1040740.3
2026-04-11 11:11:08,692,1,5.575221,263.8079,9.990e-06,5.520e-06,0.000e+00,5.3750,2.99,5.35,0.02,33148.1,1041050.7
2026-04-11 11:12:22,693,1,2.357957,10.5693,9.990e-06,5.580e-06,0.000e+00,4.8438,2.99,5.35,0.01,33222.1,1041821.4
2026-04-11 11:13:24,694,1,5.169936,175.9036,9.990e-06,5.640e-06,0.000e+00,4.0625,2.99,5.35,0.02,33284.3,1042221.9
2026-04-11 11:14:19,695,1,4.610491,100.5335,9.990e-06,5.700e-06,0.000e+00,4.0938,2.99,5.35,0.02,33339.5,1042398.2
2026-04-11 11:15:22,696,1,3.369498,29.0639,9.990e-06,5.760e-06,0.000e+00,3.9844,2.99,5.35,0.02,33402.0,1042805.8
2026-04-11 11:16:19,697,1,3.672004,39.3307,9.990e-06,5.820e-06,0.000e+00,4.7812,2.99,5.35,0.02,33459.3,1043048.2
2026-04-11 11:17:23,698,1,4.263076,71.0281,9.990e-06,5.880e-06,0.000e+00,5.1250,2.99,5.35,0.02,33523.0,1043488.9
2026-04-11 11:18:21,699,1,4.151578,63.5342,9.990e-06,5.940e-06,0.000e+00,5.5625,2.99,5.35,0.02,33581.4,1043763.3
2026-04-11 11:19:26,700,1,4.718032,111.9478,9.990e-06,6.000e-06,0.000e+00,4.4375,2.99,5.35,0.02,33646.7,1044250.92026-04-11 12:02:45,701,1,4.834941,125.8312,9.990e-06,6.000e-06,0.000e+00,5.1250,2.99,5.30,0.01,34778.4,1077784.1
2026-04-11 12:03:46,702,1,5.686024,294.7195,9.990e-06,6.000e-06,0.000e+00,3.9375,2.99,5.31,0.02,34839.3,1078081.4
2026-04-11 12:04:50,703,1,3.284751,26.7023,9.990e-06,6.000e-06,0.000e+00,4.5312,2.99,5.33,0.02,34903.0,1078468.6
2026-04-11 12:05:56,704,1,4.591128,98.6056,9.990e-06,6.000e-06,0.000e+00,3.9219,2.99,5.33,0.02,34969.6,1078941.0
2026-04-11 12:06:57,705,1,4.518532,91.7009,9.990e-06,6.000e-06,0.000e+00,4.0625,2.99,5.33,0.02,35030.1,1079225.7
2026-04-11 12:08:01,706,1,5.047394,155.6164,9.990e-06,6.000e-06,0.000e+00,5.5625,2.99,5.33,0.02,35094.2,1079620.0
2026-04-11 12:09:07,707,1,4.657944,105.4191,9.990e-06,6.000e-06,0.000e+00,3.8438,2.99,5.33,0.02,35160.0,1080064.2
2026-04-11 12:10:12,708,1,4.539148,93.6110,9.989e-06,6.000e-06,0.000e+00,4.2188,2.99,5.33,0.02,35225.3,1080490.4
2026-04-11 12:11:12,709,1,4.179637,65.3421,9.989e-06,6.000e-06,0.000e+00,5.2500,2.99,5.33,0.02,35285.9,1080774.6
2026-04-11 12:12:12,710,1,4.899644,134.2420,9.989e-06,6.000e-06,0.000e+00,4.3750,2.99,5.33,0.02,35345.6,1081028.1
2026-04-11 12:13:11,711,1,3.917163,50.2577,9.989e-06,6.000e-06,0.000e+00,3.9844,2.99,5.33,0.02,35404.8,1081266.5
2026-04-11 12:14:12,712,1,4.981103,145.6350,9.989e-06,6.000e-06,0.000e+00,4.5625,2.99,5.33,0.02,35465.2,1081538.7
2026-04-11 12:15:13,713,1,3.881714,48.5073,9.989e-06,6.000e-06,0.000e+00,3.8438,2.99,5.33,0.02,35526.8,1081847.2
2026-04-11 12:16:16,714,1,4.112046,61.0715,9.989e-06,6.000e-06,0.000e+00,4.0625,2.99,5.34,0.02,35590.0,1082204.0
2026-04-11 12:17:16,715,1,4.501312,90.1353,9.989e-06,6.000e-06,0.000e+00,4.3750,2.99,5.34,0.02,35649.6,1082452.2
2026-04-11 12:18:17,716,1,4.033422,56.4538,9.989e-06,6.000e-06,0.000e+00,5.5625,2.99,5.34,0.02,35710.2,1082728.2
2026-04-11 12:19:23,717,1,4.485848,88.7522,9.989e-06,6.000e-06,0.000e+00,5.8750,2.99,5.34,0.02,35776.3,1083167.6
2026-04-11 12:20:23,718,1,4.136671,62.5941,9.989e-06,6.000e-06,0.000e+00,5.3750,2.99,5.34,0.02,35836.8,1083438.6
2026-04-11 12:21:25,719,1,2.362717,10.6198,9.989e-06,6.000e-06,0.000e+00,3.9688,2.99,5.34,0.02,35898.9,1083757.7
2026-04-11 12:22:22,720,1,4.822369,124.2591,9.989e-06,6.000e-06,0.000e+00,4.4375,2.99,5.34,0.02,35955.6,1083911.6
2026-04-11 12:23:25,721,1,3.639552,38.0748,9.989e-06,6.000e-06,0.000e+00,4.9688,2.99,5.34,0.02,36018.0,1084237.4
2026-04-11 12:24:29,722,1,4.607639,100.2472,9.989e-06,6.000e-06,0.000e+00,3.6406,2.99,5.34,0.02,36082.5,1084623.9
2026-04-11 12:25:29,723,1,4.836627,126.0434,9.989e-06,6.000e-06,0.000e+00,5.0000,2.99,5.34,0.02,36142.1,1084862.3
2026-04-11 12:26:30,724,1,3.827516,45.9482,9.989e-06,6.000e-06,0.000e+00,4.0938,2.99,5.34,0.02,36203.9,1085167.4
2026-04-11 12:27:27,725,1,2.605409,13.5368,9.989e-06,6.000e-06,0.000e+00,4.4375,2.99,5.34,0.02,36260.6,1085318.7
2026-04-11 12:28:27,726,1,4.020034,55.7030,9.989e-06,6.000e-06,0.000e+00,4.6875,2.99,5.34,0.02,36320.9,1085574.5
2026-04-11 12:29:28,727,1,4.202971,66.8847,9.989e-06,6.000e-06,0.000e+00,3.9531,2.99,5.34,0.02,36382.0,1085854.9
2026-04-11 12:30:25,728,1,4.121235,61.6353,9.989e-06,6.000e-06,0.000e+00,4.0000,2.99,5.34,0.02,36438.3,1085991.5
2026-04-11 12:31:22,729,1,3.394985,29.8142,9.989e-06,6.000e-06,0.000e+00,4.5625,2.99,5.34,0.02,36495.2,1086143.8
2026-04-11 12:32:25,730,1,2.645774,14.0944,9.988e-06,6.000e-06,0.000e+00,3.8750,2.99,5.34,0.02,36558.5,1086487.8
2026-04-11 12:33:23,731,1,4.255632,70.5014,9.988e-06,6.000e-06,0.000e+00,4.4688,2.99,5.34,0.02,36616.7,1086678.2
2026-04-11 12:34:28,732,1,4.260547,70.8487,9.988e-06,6.000e-06,0.000e+00,4.6250,2.99,5.34,0.02,36681.6,1087069.1
2026-04-11 12:35:36,733,1,4.656329,105.2490,9.988e-06,6.000e-06,0.000e+00,4.3125,2.99,5.34,0.01,36749.5,1087544.9
2026-04-11 12:36:38,734,1,4.255106,70.4643,9.988e-06,6.000e-06,0.000e+00,4.1875,2.99,5.34,0.02,36811.5,1087844.8
2026-04-11 12:37:39,735,1,4.105110,60.6494,9.988e-06,6.000e-06,0.000e+00,4.1875,2.99,5.34,0.02,36872.9,1088128.1
2026-04-11 12:38:42,736,1,4.629932,102.5071,9.988e-06,6.000e-06,0.000e+00,4.1562,2.99,5.34,0.02,36935.2,1088434.3
2026-04-11 12:39:43,737,1,4.864416,129.5952,9.988e-06,6.000e-06,0.000e+00,4.8750,2.99,5.34,0.02,36996.6,1088712.6
2026-04-11 12:40:39,738,1,5.182042,178.0459,9.988e-06,6.000e-06,0.000e+00,4.9062,2.99,5.34,0.02,37052.9,1088843.2
2026-04-11 12:41:40,739,1,5.045500,155.3220,9.988e-06,6.000e-06,0.000e+00,5.8125,2.99,5.34,0.02,37114.0,1089111.9
2026-04-11 12:42:40,740,1,4.764058,117.2207,9.988e-06,6.000e-06,0.000e+00,4.4688,2.99,5.34,0.02,37173.1,1089322.1
2026-04-11 12:43:44,741,1,4.251550,70.2142,9.988e-06,6.000e-06,0.000e+00,3.9219,2.99,5.34,0.02,37237.3,1089679.5
2026-04-11 12:44:46,742,1,4.440856,84.8476,9.988e-06,6.000e-06,0.000e+00,3.7812,2.99,5.34,0.02,37299.3,1089973.1
2026-04-11 12:45:52,743,1,4.932220,138.6870,9.988e-06,6.000e-06,0.000e+00,4.5938,2.99,5.34,0.02,37365.3,1090382.6
2026-04-11 12:46:47,744,1,5.636996,280.6185,9.988e-06,6.000e-06,0.000e+00,4.4375,2.99,5.34,0.02,37420.8,1090485.7
2026-04-11 12:47:49,745,1,4.358745,78.1590,9.988e-06,6.000e-06,0.000e+00,4.2812,2.99,5.34,0.02,37482.3,1090759.8
2026-04-11 12:48:52,746,1,2.873971,17.7072,9.988e-06,6.000e-06,0.000e+00,4.3750,2.99,5.34,0.02,37545.1,1091071.3
2026-04-11 12:49:51,747,1,3.876511,48.2556,9.988e-06,6.000e-06,0.000e+00,4.5312,2.99,5.34,0.02,37604.5,1091284.9
2026-04-11 12:50:44,748,1,4.654014,105.0056,9.988e-06,6.000e-06,0.000e+00,4.9688,2.99,5.34,0.02,37657.5,1091312.4
2026-04-11 12:51:45,749,1,4.159283,64.0256,9.988e-06,6.000e-06,0.000e+00,4.5938,2.99,5.34,0.02,37718.1,1091558.1
2026-04-11 12:52:48,750,1,4.353274,77.7325,9.987e-06,6.000e-06,0.000e+00,3.6719,2.99,5.34,0.02,37781.5,1091885.7
2026-04-11 12:54:06,751,1,4.552542,94.8732,9.987e-06,6.000e-06,0.000e+00,4.3750,2.99,5.34,0.01,37859.5,1092632.4
2026-04-11 12:55:06,752,1,3.764766,43.1536,9.987e-06,6.000e-06,0.000e+00,4.3438,2.99,5.34,0.02,37919.5,1092859.1
2026-04-11 12:56:07,753,1,2.870500,17.6458,9.987e-06,6.000e-06,0.000e+00,5.8438,2.99,5.34,0.02,37980.1,1093101.4
2026-04-11 12:57:09,754,1,4.059197,57.9278,9.987e-06,6.000e-06,0.000e+00,4.8125,2.99,5.34,0.02,38042.7,1093400.8
2026-04-11 12:58:09,755,1,5.222958,185.4820,9.987e-06,6.000e-06,0.000e+00,4.4688,2.99,5.34,0.02,38102.5,1093618.2
2026-04-11 12:59:06,756,1,4.601191,99.6029,9.987e-06,6.000e-06,0.000e+00,4.2500,2.99,5.34,0.02,38159.8,1093764.0
2026-04-11 13:00:22,757,1,4.475754,87.8608,9.987e-06,6.000e-06,0.000e+00,4.1875,2.99,5.34,0.01,38235.7,1094438.8
2026-04-11 13:01:27,758,1,4.581951,97.7048,9.987e-06,6.000e-06,0.000e+00,4.5938,2.99,5.34,0.02,38300.6,1094799.5
2026-04-11 13:02:34,759,1,4.405707,81.9171,9.987e-06,6.000e-06,0.000e+00,5.1250,2.99,5.34,0.02,38367.0,1095203.6
2026-04-11 13:03:31,760,1,4.795276,120.9377,9.987e-06,6.000e-06,0.000e+00,4.8438,2.99,5.34,0.02,38424.2,1095341.7
2026-04-11 13:04:33,761,1,4.496531,89.7054,9.987e-06,6.000e-06,0.000e+00,3.8906,2.99,5.34,0.02,38486.8,1095635.7
2026-04-11 13:05:36,762,1,3.398083,29.9067,9.987e-06,6.000e-06,0.000e+00,5.3750,2.99,5.34,0.02,38549.3,1095923.4
2026-04-11 13:06:34,763,1,4.272702,71.7151,9.987e-06,6.000e-06,0.000e+00,4.0625,2.99,5.34,0.02,38608.0,1096101.7
2026-04-11 13:07:38,764,1,4.294942,73.3280,9.987e-06,6.000e-06,0.000e+00,3.8438,2.99,5.34,0.02,38672.0,1096431.2
2026-04-11 13:08:34,765,1,4.507037,90.6528,9.987e-06,6.000e-06,0.000e+00,4.6250,2.99,5.34,0.02,38727.1,1096508.4
2026-04-11 13:09:33,766,1,4.272793,71.7217,9.987e-06,6.000e-06,0.000e+00,4.3438,2.99,5.34,0.02,38786.6,1096710.0
2026-04-11 13:10:37,767,1,4.093586,59.9545,9.987e-06,6.000e-06,0.000e+00,4.3750,2.99,5.34,0.02,38850.5,1097031.7
2026-04-11 13:11:42,768,1,4.042125,56.9472,9.987e-06,6.000e-06,0.000e+00,4.3125,2.99,5.34,0.02,38915.3,1097380.5
2026-04-11 13:12:42,769,1,4.204569,66.9917,9.987e-06,6.000e-06,0.000e+00,5.5625,2.99,5.34,0.02,38975.8,1097606.2
2026-04-11 13:13:45,770,1,3.853463,47.1561,9.986e-06,6.000e-06,0.000e+00,5.0000,2.99,5.34,0.02,39038.6,1097896.6
2026-04-11 13:14:52,771,1,5.133734,169.6494,9.986e-06,6.000e-06,0.000e+00,3.8281,2.99,5.34,0.02,39105.1,1098291.6
2026-04-11 13:15:54,772,1,4.267092,71.3139,9.986e-06,6.000e-06,0.000e+00,5.0312,2.99,5.34,0.02,39167.5,1098567.2
2026-04-11 13:17:00,773,1,4.059793,57.9623,9.986e-06,6.000e-06,0.000e+00,4.9375,2.99,5.34,0.02,39233.3,1098937.5
2026-04-11 13:18:07,774,1,4.902843,134.6722,9.986e-06,6.000e-06,0.000e+00,3.9219,2.99,5.34,0.01,39300.7,1099352.3
2026-04-11 13:19:14,775,1,5.097480,163.6091,9.986e-06,6.000e-06,0.000e+00,4.5625,2.99,5.34,0.02,39367.2,1099740.9
2026-04-11 13:20:19,776,1,4.069434,58.5238,9.986e-06,6.000e-06,0.000e+00,4.0000,2.99,5.34,0.02,39432.5,1100096.0
2026-04-11 13:21:17,777,1,5.101953,164.3426,9.986e-06,6.000e-06,0.000e+00,3.8594,2.99,5.34,0.02,39490.1,1100234.9
2026-04-11 13:22:17,778,1,4.700679,110.0218,9.986e-06,6.000e-06,0.000e+00,4.3438,2.99,5.34,0.02,39550.1,1100437.7
2026-04-11 13:23:17,779,1,4.794996,120.9039,9.986e-06,6.000e-06,0.000e+00,4.3125,2.99,5.34,0.02,39610.7,1100660.0
2026-04-11 13:24:13,780,1,4.470300,87.3829,9.986e-06,6.000e-06,0.000e+00,4.0312,2.99,5.34,0.02,39666.1,1100734.2
2026-04-11 13:25:17,781,1,3.801499,44.7682,9.986e-06,6.000e-06,0.000e+00,3.9219,2.99,5.34,0.02,39730.9,1101070.1
2026-04-11 13:26:13,782,1,5.525158,250.9261,9.986e-06,6.000e-06,0.000e+00,4.3750,2.99,5.34,0.02,39786.8,1101159.0
2026-04-11 13:27:14,783,1,4.535914,93.3088,9.986e-06,6.000e-06,0.000e+00,4.1562,2.99,5.34,0.02,39847.4,1101375.6
2026-04-11 13:28:19,784,1,5.238761,188.4365,9.986e-06,6.000e-06,0.000e+00,4.9062,2.99,5.34,0.02,39912.1,1101706.7
